order_id,timestamp,warehouse_id,city,hour,day_of_week,month,is_weekend,n_items,basket_value_eur,has_heavy_items,primary_category,active_orders,warehouse_utilization,available_riders,rider_utilization,distance_km,temperature_c,is_raining,rain_intensity_mm,wind_speed_kmh,pick_time_min,rider_wait_min,travel_time_min,delivery_time_min,promised_time_min,promise_kept
ORD-000133,2025-01-04 15:12:40,CGN-01,Cologne,15,5,1,1,8,24.3,0,personal_care,31,0.564,1,15.5,1.87,-3.2,1,8.1,11.8,5.5,5.3,6.8,17.6,15,0
ORD-000134,2025-01-04 15:37:11,DUS-01,Düsseldorf,15,5,1,1,3,8.54,0,beverages,34,0.68,3,8.5,0.3,-13.8,0,0.0,5.3,5.5,1.2,3.0,9.7,10,1
ORD-000135,2025-01-04 15:48:18,CGN-01,Cologne,15,5,1,1,4,7.55,0,household,28,0.509,2,9.333,1.14,-5.7,0,0.0,19.0,4.4,1.5,6.2,12.1,15,1
ORD-000136,2025-01-04 16:14:00,BER-01,Berlin,16,5,1,1,3,10.91,1,personal_care,35,0.438,3,8.75,2.21,-9.8,0,0.0,25.6,5.8,1.7,5.8,24.0,25,1
ORD-000137,2025-01-04 16:31:37,HAM-01,Hamburg,16,5,1,1,7,26.34,1,dairy,37,0.529,2,12.333,2.5,-6.8,0,0.0,12.3,7.3,1.2,8.0,16.5,15,0
ORD-000138,2025-01-04 16:55:25,BER-01,Berlin,16,5,1,1,6,13.76,1,personal_care,30,0.375,6,4.286,0.3,-3.4,1,2.6,12.3,5.7,0.5,2.5,8.7,10,1
ORD-000139,2025-01-04 17:06:25,BER-01,Berlin,17,5,1,1,2,2.5,0,beverages,51,0.638,4,10.2,0.66,-7.4,0,0.0,16.3,4.7,0.2,2.0,6.9,10,1
ORD-000140,2025-01-04 17:52:48,HAM-01,Hamburg,17,5,1,1,6,16.69,0,beverages,27,0.386,2,9.0,4.01,-2.9,1,1.6,15.6,4.6,1.6,25.7,31.9,35,1
ORD-000141,2025-01-04 17:58:06,HAM-01,Hamburg,17,5,1,1,4,10.48,0,personal_care,25,0.357,1,12.5,1.25,-2.5,0,0.0,4.3,3.4,12.2,6.6,22.2,25,1
ORD-000142,2025-01-04 18:04:16,MUC-01,Munich,18,5,1,1,7,14.32,0,household,75,1.0,13,5.357,0.87,-3.2,1,9.8,11.3,6.2,0.2,7.2,13.6,15,1
ORD-000143,2025-01-04 18:30:08,BER-01,Berlin,18,5,1,1,4,8.4,1,frozen,80,1.0,14,5.333,1.4,-7.1,0,0.0,10.2,7.5,0.1,6.1,13.7,15,1
ORD-000144,2025-01-04 19:00:12,MUC-01,Munich,19,5,1,1,5,19.31,0,dairy,74,0.987,8,8.222,1.06,-6.6,0,0.0,14.8,5.6,0.8,4.4,10.8,10,0
ORD-000145,2025-01-04 19:07:51,BER-01,Berlin,19,5,1,1,2,4.14,1,fresh_produce,67,0.838,6,9.571,3.07,-3.3,0,0.0,11.9,5.2,0.3,13.5,25.2,25,0
ORD-000146,2025-01-04 19:27:43,HAM-01,Hamburg,19,5,1,1,5,17.44,0,household,70,1.0,11,5.833,0.82,-5.2,1,1.3,9.0,5.8,1.2,4.2,11.2,10,0
ORD-000147,2025-01-04 19:36:43,BER-02,Berlin,19,5,1,1,9,32.94,0,personal_care,54,0.9,2,18.0,2.85,-3.8,0,0.0,6.5,9.2,0.6,11.6,21.4,25,1
ORD-000148,2025-01-04 19:42:53,BER-02,Berlin,19,5,1,1,5,22.66,1,fresh_produce,60,1.0,9,6.0,3.05,-9.4,0,0.0,4.1,7.3,0.3,13.4,21.0,25,1
ORD-000149,2025-01-04 20:01:50,BER-02,Berlin,20,5,1,1,4,14.5,0,meat_fish,53,0.883,7,6.625,2.46,-6.9,1,1.5,14.9,5.8,0.1,9.3,15.2,15,0
ORD-000150,2025-01-04 20:24:12,BER-01,Berlin,20,5,1,1,5,10.04,0,meat_fish,80,1.0,6,11.429,1.58,-15.4,0,0.0,11.7,7.0,0.6,6.1,13.7,15,1
ORD-000151,2025-01-04 20:24:27,BER-02,Berlin,20,5,1,1,9,19.64,0,frozen,60,1.0,11,5.0,2.03,-5.2,0,0.0,34.0,6.8,0.2,5.9,12.9,15,1
ORD-000152,2025-01-04 21:02:11,BER-01,Berlin,21,5,1,1,5,20.84,0,alcohol,69,0.862,11,5.75,0.53,-11.0,0,0.0,13.4,6.0,0.8,1.6,8.4,10,1
ORD-000153,2025-01-04 21:34:02,DUS-01,Düsseldorf,21,5,1,1,4,10.09,0,alcohol,50,1.0,8,5.556,2.25,-7.4,0,0.0,5.5,5.4,0.4,8.7,14.5,15,1
ORD-000154,2025-01-04 21:46:13,BER-01,Berlin,21,5,1,1,5,14.14,1,meat_fish,77,0.962,7,9.625,1.07,-2.6,0,0.0,7.7,7.0,0.0,2.0,9.0,10,1
ORD-000155,2025-01-04 21:48:16,DUS-01,Düsseldorf,21,5,1,1,7,18.23,0,personal_care,36,0.72,4,7.2,2.77,-9.4,1,1.3,4.2,6.8,0.1,11.7,18.6,15,0
ORD-000156,2025-01-04 22:01:47,HAM-01,Hamburg,22,5,1,1,3,11.72,1,dairy,42,0.6,3,10.5,2.0,-8.2,1,1.2,20.2,6.1,0.8,8.8,15.7,15,0
ORD-000157,2025-01-04 22:08:54,HAM-01,Hamburg,22,5,1,1,12,42.66,1,bakery,19,0.271,1,9.5,1.06,-7.2,0,0.0,9.7,8.7,1.1,4.2,14.0,15,1
ORD-000158,2025-01-05 00:15:00,CGN-01,Cologne,0,6,1,1,4,5.07,0,beverages,20,0.364,1,10.0,1.15,-14.5,1,5.0,9.3,5.2,4.7,1.5,11.4,10,0
ORD-000159,2025-01-05 07:32:53,MUC-01,Munich,7,6,1,1,3,8.67,0,household,28,0.373,1,14.0,2.73,-4.9,1,0.9,10.6,3.1,0.6,9.3,13.0,15,1
ORD-000160,2025-01-05 09:31:20,BER-02,Berlin,9,6,1,1,4,11.06,1,bakery,16,0.267,1,8.0,1.51,-8.4,1,1.4,31.4,5.6,6.2,9.3,21.1,25,1
ORD-000161,2025-01-05 10:01:11,BER-01,Berlin,10,6,1,1,5,8.17,0,beverages,41,0.512,3,10.25,1.59,-13.5,0,0.0,8.4,5.7,1.1,2.5,9.3,10,1
ORD-000162,2025-01-05 10:26:15,CGN-01,Cologne,10,6,1,1,7,19.31,1,snacks,21,0.382,2,7.0,2.05,-4.7,1,0.6,8.8,6.7,1.1,8.0,22.5,25,1
ORD-000163,2025-01-05 11:01:26,BER-01,Berlin,11,6,1,1,3,7.66,0,fresh_produce,19,0.238,2,6.333,4.62,-7.7,1,1.0,10.2,2.6,1.4,13.4,17.4,15,0
ORD-000164,2025-01-05 11:28:58,MUC-01,Munich,11,6,1,1,7,27.73,0,beverages,23,0.307,1,11.5,1.73,-15.7,0,0.0,4.5,4.5,0.7,4.3,9.5,10,1
ORD-000165,2025-01-05 11:36:16,DUS-01,Düsseldorf,11,6,1,1,8,35.06,0,bakery,20,0.4,1,10.0,2.41,-4.6,0,0.0,15.2,5.8,3.1,9.0,17.9,15,0
ORD-000166,2025-01-05 11:51:12,MUC-01,Munich,11,6,1,1,7,18.96,0,frozen,33,0.44,1,16.5,0.82,-5.1,0,0.0,29.0,6.0,3.0,2.0,11.0,10,0
ORD-000167,2025-01-05 11:53:55,BER-02,Berlin,11,6,1,1,4,12.85,0,beverages,28,0.467,3,7.0,1.44,-4.3,0,0.0,22.2,3.6,0.4,6.8,10.8,10,0
ORD-000168,2025-01-05 14:16:30,BER-01,Berlin,14,6,1,1,5,21.21,0,meat_fish,80,1.0,14,5.333,0.45,-9.2,1,14.3,8.3,6.4,0.1,2.6,9.1,10,1
ORD-000169,2025-01-05 14:43:13,BER-01,Berlin,14,6,1,1,3,6.15,1,meat_fish,80,1.0,12,6.154,1.63,-9.6,1,1.7,4.7,6.4,0.3,7.7,14.4,15,1
ORD-000170,2025-01-05 15:31:23,MUC-01,Munich,15,6,1,1,4,9.04,0,dairy,31,0.413,3,7.75,2.37,-10.8,0,0.0,7.8,5.0,1.2,6.8,13.0,15,1
ORD-000171,2025-01-05 16:16:11,MUC-01,Munich,16,6,1,1,6,10.75,1,alcohol,16,0.213,2,5.333,1.72,-10.5,1,2.2,6.6,4.9,0.0,5.0,9.9,10,1
ORD-000172,2025-01-05 16:35:53,HAM-01,Hamburg,16,6,1,1,4,11.59,0,dairy,36,0.514,2,12.0,3.27,-7.2,0,0.0,11.5,3.3,2.1,10.4,15.8,15,0
ORD-000173,2025-01-05 16:51:21,BER-01,Berlin,16,6,1,1,5,14.45,0,fresh_produce,42,0.525,2,14.0,0.9,-3.9,0,0.0,11.5,4.3,0.4,2.5,7.2,10,1
ORD-000174,2025-01-05 17:13:38,BER-02,Berlin,17,6,1,1,4,10.69,1,dairy,21,0.35,3,5.25,4.07,-0.7,1,0.4,8.5,5.4,0.4,23.7,29.5,25,0
ORD-000175,2025-01-05 17:16:09,DUS-01,Düsseldorf,17,6,1,1,4,15.46,0,household,25,0.5,3,6.25,1.38,-9.0,1,0.9,8.3,4.3,1.1,4.7,10.1,10,0
ORD-000176,2025-01-05 17:45:11,BER-01,Berlin,17,6,1,1,3,9.01,0,snacks,21,0.262,2,7.0,2.68,-8.5,0,0.0,11.5,3.0,0.8,13.5,17.3,15,0
ORD-000177,2025-01-05 19:06:40,HAM-01,Hamburg,19,6,1,1,10,41.19,0,snacks,70,1.0,10,6.364,1.41,-6.4,0,0.0,18.6,9.2,0.4,6.3,15.9,15,0
ORD-000178,2025-01-05 19:13:04,BER-01,Berlin,19,6,1,1,7,12.9,1,snacks,80,1.0,12,6.154,0.96,-10.3,1,3.2,26.8,8.8,0.1,7.1,16.0,15,0
ORD-000179,2025-01-05 19:17:48,BER-01,Berlin,19,6,1,1,9,18.43,0,snacks,65,0.812,6,9.286,1.07,-10.3,0,0.0,9.7,7.8,0.5,3.8,12.1,15,1
ORD-000180,2025-01-05 19:26:22,DUS-01,Düsseldorf,19,6,1,1,5,20.04,0,dairy,50,1.0,4,10.0,2.02,-3.1,1,1.2,10.4,6.2,0.3,12.2,18.7,15,0
ORD-000181,2025-01-05 19:35:08,BER-01,Berlin,19,6,1,1,6,22.34,0,frozen,80,1.0,9,8.0,2.17,-7.0,0,0.0,18.9,5.7,0.3,9.7,15.7,15,0
ORD-000182,2025-01-05 20:19:40,MUC-01,Munich,20,6,1,1,9,19.31,0,meat_fish,69,0.92,9,6.9,1.91,-10.7,0,0.0,9.7,6.1,1.1,4.6,11.8,10,0
ORD-000183,2025-01-05 20:21:21,BER-02,Berlin,20,6,1,1,7,11.1,1,alcohol,60,1.0,7,7.5,0.8,-7.3,0,0.0,8.3,8.2,0.0,4.5,23.4,25,1
ORD-000184,2025-01-05 20:25:50,MUC-01,Munich,20,6,1,1,6,10.98,0,fresh_produce,75,1.0,11,6.25,1.17,-11.8,1,2.9,6.7,8.6,0.4,2.7,11.7,10,0
ORD-000185,2025-01-05 20:36:26,CGN-01,Cologne,20,6,1,1,2,2.5,1,meat_fish,55,1.0,5,9.167,1.28,-6.1,0,0.0,11.5,6.1,0.1,4.5,10.7,10,0
ORD-000186,2025-01-05 20:37:31,BER-02,Berlin,20,6,1,1,8,21.6,0,alcohol,59,0.983,4,11.8,2.41,-3.2,0,0.0,8.2,8.8,0.2,7.6,16.6,15,0
ORD-000187,2025-01-05 20:58:00,BER-01,Berlin,20,6,1,1,5,19.89,0,beverages,80,1.0,4,16.0,1.27,-3.9,1,3.2,40.4,5.0,0.2,7.3,12.5,15,1
ORD-000188,2025-01-05 21:20:28,BER-01,Berlin,21,6,1,1,6,25.51,0,meat_fish,78,0.975,6,11.143,1.44,-6.3,0,0.0,7.1,6.8,0.0,3.8,10.6,10,0
ORD-000189,2025-01-05 22:12:23,HAM-01,Hamburg,22,6,1,1,6,25.5,1,frozen,25,0.357,1,12.5,1.54,-8.3,0,0.0,9.2,6.0,1.5,5.9,13.4,15,1
ORD-000190,2025-01-05 22:14:50,HAM-01,Hamburg,22,6,1,1,6,24.98,0,bakery,20,0.286,2,6.667,1.64,-8.1,0,0.0,12.8,4.5,4.4,5.1,19.3,15,0
ORD-000191,2025-01-05 22:17:56,DUS-01,Düsseldorf,22,6,1,1,4,9.86,0,household,32,0.64,2,10.667,1.15,-4.6,0,0.0,12.7,4.4,1.4,4.3,10.1,10,0
ORD-000192,2025-01-05 22:30:58,BER-01,Berlin,22,6,1,1,5,18.58,0,household,26,0.325,4,5.2,2.08,-5.2,0,0.0,18.5,4.9,0.8,7.6,13.3,15,1
ORD-000193,2025-01-05 22:50:03,CGN-01,Cologne,22,6,1,1,4,18.21,1,bakery,13,0.236,1,6.5,0.56,-8.6,0,0.0,5.0,6.2,15.0,1.8,32.0,35,1
ORD-000194,2025-01-05 23:52:35,BER-01,Berlin,23,6,1,1,9,23.14,1,dairy,23,0.288,2,7.667,1.56,-8.0,0,0.0,12.5,6.6,3.4,7.3,17.3,15,0
ORD-000195,2025-01-06 10:18:11,BER-01,Berlin,10,0,1,0,8,11.63,1,dairy,28,0.35,5,4.667,1.28,-7.9,0,0.0,7.8,5.7,0.1,4.5,10.3,10,0
ORD-000196,2025-01-06 11:48:21,MUC-01,Munich,11,0,1,0,3,7.14,0,frozen,19,0.253,1,9.5,1.35,-6.8,0,0.0,3.3,2.7,0.0,4.7,17.2,15,0
ORD-000197,2025-01-06 11:48:31,DUS-01,Düsseldorf,11,0,1,0,3,6.32,0,bakery,17,0.34,3,4.25,0.74,-7.2,1,5.2,6.2,2.8,0.7,3.2,6.7,10,1
ORD-000198,2025-01-06 12:22:50,BER-02,Berlin,12,0,1,0,1,4.95,0,alcohol,54,0.9,9,5.4,2.54,-12.2,0,0.0,16.5,4.2,0.1,10.1,14.4,15,1
ORD-000199,2025-01-06 12:35:45,BER-02,Berlin,12,0,1,0,5,10.75,1,alcohol,55,0.917,4,11.0,1.27,-13.4,1,0.9,4.6,6.9,0.5,4.0,11.4,10,0
ORD-000200,2025-01-06 13:17:24,MUC-01,Munich,13,0,1,0,4,16.48,1,snacks,59,0.787,10,5.364,1.27,-7.2,1,0.7,14.8,5.1,0.2,4.1,9.4,10,1
ORD-000201,2025-01-06 13:21:50,CGN-01,Cologne,13,0,1,0,2,10.01,1,bakery,36,0.655,6,5.143,2.07,-12.1,1,1.9,6.8,3.9,0.5,8.4,12.8,15,1
ORD-000202,2025-01-06 13:49:05,CGN-01,Cologne,13,0,1,0,3,6.39,0,frozen,46,0.836,9,4.6,2.06,-5.6,0,0.0,6.1,3.9,0.2,8.0,12.1,15,1
ORD-000203,2025-01-06 13:58:02,BER-02,Berlin,13,0,1,0,6,23.68,0,fresh_produce,58,0.967,10,5.273,0.9,-10.7,1,3.3,5.5,6.5,0.2,3.7,10.4,10,0
ORD-000204,2025-01-06 14:03:21,CGN-01,Cologne,14,0,1,0,8,21.27,0,dairy,30,0.545,4,6.0,0.75,-6.2,1,2.4,12.6,7.2,0.3,2.4,9.9,10,1
ORD-000205,2025-01-06 14:10:15,BER-02,Berlin,14,0,1,0,7,16.48,0,snacks,45,0.75,9,4.5,1.23,-5.5,0,0.0,23.8,5.9,0.7,3.2,9.8,10,1
ORD-000206,2025-01-06 14:40:36,MUC-01,Munich,14,0,1,0,5,12.99,0,bakery,67,0.893,8,7.444,0.77,-5.3,0,0.0,15.6,7.4,0.5,2.6,10.5,10,0
ORD-000207,2025-01-06 14:47:22,BER-01,Berlin,14,0,1,0,6,11.47,0,meat_fish,78,0.975,12,6.0,1.86,-9.8,1,1.8,4.8,6.8,0.2,6.9,19.5,15,0
ORD-000208,2025-01-06 14:51:08,BER-01,Berlin,14,0,1,0,3,12.06,0,snacks,78,0.975,17,4.333,0.78,-7.7,0,0.0,17.6,5.6,0.3,1.5,7.4,10,1
ORD-000209,2025-01-06 14:56:39,DUS-01,Düsseldorf,14,0,1,0,8,21.86,0,fresh_produce,43,0.86,8,4.778,2.31,-2.0,0,0.0,13.9,7.6,0.0,6.9,14.5,15,1
ORD-000210,2025-01-06 16:04:05,MUC-01,Munich,16,0,1,0,7,33.91,0,bakery,22,0.293,2,7.333,1.24,-3.9,1,5.9,9.8,5.2,0.2,7.4,12.8,15,1
ORD-000211,2025-01-06 17:09:35,BER-01,Berlin,17,0,1,0,7,24.97,1,fresh_produce,18,0.225,3,4.5,1.64,-4.8,0,0.0,15.9,3.9,1.0,7.6,12.5,15,1
ORD-000212,2025-01-06 17:30:54,CGN-01,Cologne,17,0,1,0,7,26.25,1,bakery,12,0.218,1,6.0,0.35,-5.9,0,0.0,8.7,6.5,3.7,2.5,12.7,15,1
ORD-000213,2025-01-06 17:58:38,MUC-01,Munich,17,0,1,0,6,18.81,1,snacks,26,0.347,5,4.333,1.13,-10.9,0,0.0,5.6,6.8,0.2,6.0,13.0,15,1
ORD-000214,2025-01-06 18:14:53,BER-02,Berlin,18,0,1,0,2,5.23,1,frozen,59,0.983,6,8.429,2.82,-8.4,1,7.0,20.2,5.7,0.6,17.8,24.1,25,1
ORD-000215,2025-01-06 18:56:27,HAM-01,Hamburg,18,0,1,0,5,23.58,0,dairy,50,0.714,8,5.556,4.14,-5.4,0,0.0,7.0,6.5,0.4,21.6,28.5,25,0
ORD-000216,2025-01-06 19:04:03,HAM-01,Hamburg,19,0,1,0,5,10.85,0,dairy,58,0.829,9,5.8,0.54,-5.6,0,0.0,6.9,6.8,0.3,1.6,8.7,10,1
ORD-000217,2025-01-06 19:07:31,BER-02,Berlin,19,0,1,0,9,20.01,1,meat_fish,44,0.733,4,8.8,2.14,-10.7,1,7.4,10.6,7.6,0.9,12.7,21.2,25,1
ORD-000218,2025-01-06 19:38:54,DUS-01,Düsseldorf,19,0,1,0,3,5.98,0,fresh_produce,45,0.9,8,5.0,1.86,-8.9,1,0.8,5.7,5.5,0.3,10.3,16.1,15,0
ORD-000219,2025-01-06 19:45:30,MUC-01,Munich,19,0,1,0,6,23.39,0,household,52,0.693,5,8.667,1.25,-4.0,0,0.0,11.8,5.1,0.0,7.5,12.6,15,1
ORD-000220,2025-01-06 20:16:15,DUS-01,Düsseldorf,20,0,1,0,13,44.89,0,bakery,48,0.96,4,9.6,0.9,-3.8,1,1.1,21.1,10.1,0.6,3.3,14.0,15,1
ORD-000221,2025-01-06 20:23:51,MUC-01,Munich,20,0,1,0,5,13.5,0,dairy,64,0.853,9,6.4,0.7,-12.0,1,0.3,26.5,4.7,0.3,3.5,8.5,10,1
ORD-000222,2025-01-06 20:32:18,MUC-01,Munich,20,0,1,0,4,9.44,0,frozen,65,0.867,8,7.222,0.86,-4.6,1,0.1,7.3,5.3,0.0,6.0,11.3,10,0
ORD-000223,2025-01-06 20:39:56,BER-01,Berlin,20,0,1,0,4,14.33,1,personal_care,66,0.825,10,6.0,3.94,-9.9,0,0.0,13.5,6.4,1.2,14.2,21.8,25,1
ORD-000224,2025-01-06 21:33:58,HAM-01,Hamburg,21,0,1,0,7,12.56,1,bakery,61,0.871,9,6.1,0.76,-4.3,0,0.0,23.3,9.6,0.0,3.9,13.5,15,1
ORD-000225,2025-01-06 21:38:49,MUC-01,Munich,21,0,1,0,4,17.32,1,dairy,48,0.64,9,4.8,2.2,-9.1,0,0.0,16.4,5.7,0.5,7.4,13.6,15,1
ORD-000226,2025-01-06 21:39:39,BER-01,Berlin,21,0,1,0,6,11.98,1,frozen,53,0.662,7,6.625,0.4,-9.1,0,0.0,25.4,6.5,0.5,2.7,16.8,15,0
ORD-000227,2025-01-06 22:32:47,MUC-01,Munich,22,0,1,0,2,7.44,1,frozen,33,0.44,6,4.714,1.16,-8.4,0,0.0,10.2,4.1,0.0,2.9,7.0,10,1
ORD-000228,2025-01-06 23:04:34,BER-01,Berlin,23,0,1,0,8,21.85,0,bakery,29,0.362,3,7.25,3.43,-8.5,0,0.0,11.8,6.9,0.1,10.8,17.8,15,0
ORD-000229,2025-01-07 07:00:37,CGN-01,Cologne,7,1,1,0,6,24.18,0,frozen,16,0.291,3,4.0,1.26,-4.3,1,1.9,4.5,6.8,1.0,5.2,13.0,15,1
ORD-000230,2025-01-07 08:54:38,DUS-01,Düsseldorf,8,1,1,0,3,5.74,0,alcohol,17,0.34,2,5.667,1.86,-6.0,1,0.7,15.3,3.4,1.3,8.2,12.9,15,1
ORD-000231,2025-01-07 09:32:05,MUC-01,Munich,9,1,1,0,3,7.45,0,frozen,24,0.32,3,6.0,2.18,-3.6,1,2.6,13.9,3.6,0.3,12.0,15.9,15,0
ORD-000232,2025-01-07 09:44:53,BER-01,Berlin,9,1,1,0,5,18.35,0,snacks,29,0.362,3,7.25,0.7,-3.1,0,0.0,15.7,6.0,0.8,5.1,11.9,10,0
ORD-000233,2025-01-07 11:11:42,MUC-01,Munich,11,1,1,0,4,15.64,0,beverages,17,0.227,1,8.5,2.93,-8.9,1,2.0,12.3,2.8,15.0,10.3,28.1,25,0
ORD-000234,2025-01-07 11:23:21,CGN-01,Cologne,11,1,1,0,5,13.81,0,dairy,24,0.436,3,6.0,0.76,-4.4,0,0.0,16.4,4.3,0.3,3.8,8.4,10,1
ORD-000235,2025-01-07 11:30:35,DUS-01,Düsseldorf,11,1,1,0,7,16.66,1,dairy,24,0.48,1,12.0,0.48,-8.7,1,2.9,17.4,7.2,0.1,1.5,13.3,15,1
ORD-000236,2025-01-07 11:55:00,BER-01,Berlin,11,1,1,0,4,12.74,0,meat_fish,21,0.262,3,5.25,1.49,-5.0,1,3.7,20.4,3.5,0.7,3.8,8.0,10,1
ORD-000237,2025-01-07 12:35:18,CGN-01,Cologne,12,1,1,0,2,2.5,0,personal_care,51,0.927,6,7.286,2.71,-3.4,0,0.0,18.1,4.6,0.1,9.9,14.6,15,1
ORD-000238,2025-01-07 12:51:11,BER-01,Berlin,12,1,1,0,1,4.8,0,dairy,66,0.825,10,6.0,2.5,0.2,0,0.0,8.9,2.9,1.3,9.1,13.3,15,1
ORD-000239,2025-01-07 13:08:14,CGN-01,Cologne,13,1,1,0,7,15.75,0,frozen,45,0.818,6,6.429,1.16,-4.4,1,1.8,10.2,7.5,0.2,1.5,9.2,10,1
ORD-000240,2025-01-07 13:11:15,DUS-01,Düsseldorf,13,1,1,0,7,26.52,0,frozen,44,0.88,7,5.5,1.6,-7.6,1,3.0,21.8,6.8,0.2,4.8,11.8,10,0
ORD-000241,2025-01-07 13:21:15,CGN-01,Cologne,13,1,1,0,5,21.52,1,alcohol,35,0.636,5,5.833,0.4,-3.8,0,0.0,8.7,7.8,0.0,2.2,10.0,10,1
ORD-000242,2025-01-07 16:23:08,MUC-01,Munich,16,1,1,0,6,16.42,0,personal_care,29,0.387,4,5.8,0.84,-6.7,1,1.5,10.5,4.7,0.0,2.8,7.5,10,1
ORD-000243,2025-01-07 16:24:08,HAM-01,Hamburg,16,1,1,0,5,16.17,0,alcohol,29,0.414,5,4.833,1.26,-5.5,0,0.0,5.5,4.2,0.2,4.8,9.2,10,1
ORD-000244,2025-01-07 16:29:00,DUS-01,Düsseldorf,16,1,1,0,3,11.14,0,fresh_produce,24,0.48,2,8.0,1.55,-4.3,1,0.2,36.2,3.7,2.7,8.9,15.3,15,0
ORD-000245,2025-01-07 18:02:38,HAM-01,Hamburg,18,1,1,0,2,2.73,0,alcohol,44,0.629,9,4.4,0.58,-6.5,0,0.0,16.5,4.5,0.2,3.1,7.8,10,1
ORD-000246,2025-01-07 18:15:29,BER-01,Berlin,18,1,1,0,10,44.77,1,meat_fish,50,0.625,4,10.0,0.93,-6.7,0,0.0,28.8,6.9,0.5,6.7,14.1,15,1
ORD-000247,2025-01-07 18:45:17,DUS-01,Düsseldorf,18,1,1,0,4,4.89,0,frozen,46,0.92,4,9.2,2.4,-6.2,0,0.0,7.1,7.0,0.1,12.8,19.9,15,0
ORD-000248,2025-01-07 19:07:55,HAM-01,Hamburg,19,1,1,0,5,19.32,0,dairy,53,0.757,4,10.6,1.01,-5.6,1,0.6,17.5,5.1,0.8,6.2,12.1,15,1
ORD-000249,2025-01-07 19:09:48,MUC-01,Munich,19,1,1,0,3,11.7,1,alcohol,47,0.627,8,5.222,3.98,-5.3,0,0.0,10.9,5.0,0.2,18.2,23.4,25,1
ORD-000250,2025-01-07 19:19:19,BER-01,Berlin,19,1,1,0,11,49.49,0,personal_care,67,0.838,13,4.786,0.92,-6.2,1,2.0,20.1,8.3,0.3,6.6,15.2,15,0
ORD-000251,2025-01-07 19:24:48,BER-01,Berlin,19,1,1,0,3,9.49,0,household,65,0.812,7,8.125,0.66,-9.7,0,0.0,15.3,4.3,0.7,2.7,16.5,15,0
ORD-000252,2025-01-07 19:24:50,MUC-01,Munich,19,1,1,0,5,14.71,1,dairy,60,0.8,6,8.571,0.3,-7.9,0,0.0,7.6,6.5,0.1,1.5,8.1,10,1
ORD-000253,2025-01-07 19:54:02,MUC-01,Munich,19,1,1,0,7,29.81,0,meat_fish,47,0.627,4,9.4,2.57,-2.4,0,0.0,16.8,7.1,0.4,10.7,18.2,15,0
ORD-000254,2025-01-07 20:12:41,HAM-01,Hamburg,20,1,1,0,5,7.99,0,meat_fish,70,1.0,7,8.75,0.89,-4.3,0,0.0,12.5,4.9,0.1,4.1,9.1,10,1
ORD-000255,2025-01-07 20:31:27,BER-02,Berlin,20,1,1,0,8,11.58,0,alcohol,45,0.75,4,9.0,3.05,-12.7,0,0.0,8.5,6.0,0.2,7.5,13.7,15,1
ORD-000256,2025-01-07 20:38:52,HAM-01,Hamburg,20,1,1,0,7,22.65,0,snacks,59,0.843,7,7.375,0.81,-8.9,0,0.0,12.6,7.2,0.4,2.9,10.5,10,0
ORD-000257,2025-01-07 21:02:44,CGN-01,Cologne,21,1,1,0,3,11.68,1,household,45,0.818,7,5.625,0.4,-9.4,1,6.3,13.3,5.7,0.3,1.5,7.5,10,1
ORD-000258,2025-01-07 21:28:51,BER-02,Berlin,21,1,1,0,4,7.18,0,frozen,37,0.617,6,5.286,1.09,-6.7,0,0.0,15.4,5.0,0.4,4.6,10.0,10,1
ORD-000259,2025-01-07 21:32:20,DUS-01,Düsseldorf,21,1,1,0,6,27.95,0,personal_care,32,0.64,2,10.667,2.55,-11.9,0,0.0,9.1,6.6,1.0,9.3,16.9,15,0
ORD-000260,2025-01-07 21:52:57,BER-01,Berlin,21,1,1,0,5,20.0,0,personal_care,68,0.85,6,9.714,0.53,-9.1,0,0.0,15.4,6.0,0.1,1.9,8.0,10,1
ORD-000261,2025-01-07 23:59:21,DUS-01,Düsseldorf,23,1,1,0,6,12.64,1,dairy,21,0.42,3,5.25,2.08,-1.4,0,0.0,19.4,7.6,4.9,8.7,21.2,25,1
ORD-000262,2025-01-08 09:16:23,MUC-01,Munich,9,2,1,0,5,16.43,1,alcohol,26,0.347,3,6.5,0.47,-14.3,0,0.0,16.7,5.0,0.0,4.1,9.1,10,1
ORD-000263,2025-01-08 09:25:29,BER-02,Berlin,9,2,1,0,4,11.18,0,alcohol,13,0.217,1,6.5,1.25,-4.9,1,6.5,21.2,3.9,2.6,8.0,14.5,15,1
ORD-000264,2025-01-08 10:11:41,BER-01,Berlin,10,2,1,0,7,19.89,1,fresh_produce,18,0.225,3,4.5,1.23,-13.0,0,0.0,12.2,5.6,0.4,5.8,11.8,10,0
ORD-000265,2025-01-08 10:18:31,CGN-01,Cologne,10,2,1,0,3,6.34,0,frozen,23,0.418,3,5.75,0.44,-8.5,0,0.0,13.6,4.0,0.3,1.5,5.8,10,1
ORD-000266,2025-01-08 11:03:55,DUS-01,Düsseldorf,11,2,1,0,6,14.72,0,alcohol,19,0.38,2,6.333,1.14,0.7,0,0.0,5.8,5.7,0.6,4.7,11.0,10,0
